"","Longitude","Latitude","event_date","sport","Opponent","home","win","crime_type"
"11984","-78.511218","38.027381","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Towed Vehicle"
"11985","-78.511218","38.027381","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Towed Vehicle"
"11986","-78.511218","38.027381","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Towed Vehicle"
"11987","-78.509002","38.032061","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Towed Vehicle"
"11988","-78.50339","38.03158","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Suspicious Activity"
"11989","-78.518734","38.025771","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Towed Vehicle"
"11990","-78.498406","38.052819","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Drug/Narcotics Violation"
"11991","-78.48045","38.026588","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Sex Offense - Forcible Sodomy"
"11992","-78.481967","38.031377","2017-11-04","Football","Georgia Tech","FALSE","TRUE","Motor Vehicle Theft"
"12218","-78.49774","38.025502","2017-10-21","Football","Boston College","FALSE","FALSE","Assault Aggravated"
"12219","-78.501052","38.039714","2017-10-21","Football","Boston College","FALSE","FALSE","Assist Citizen - Mental/TDO/ECO"
"12220","-78.500296","38.034988","2017-10-21","Football","Boston College","FALSE","FALSE","Larceny - Shoplifitng"
"12221","-78.492224","38.060855","2017-10-21","Football","Boston College","FALSE","FALSE","Larceny - Shoplifitng"
"12222","-78.515987","38.026076","2017-10-21","Football","Boston College","FALSE","FALSE","Burglary"
"12223","-78.497622","38.040356","2017-10-21","Football","Boston College","FALSE","FALSE","Towed Vehicle"
"12224","-78.481848","38.030482","2017-10-21","Football","Boston College","FALSE","FALSE","Hit and Run"
"12225","-78.48045","38.026588","2017-10-21","Football","Boston College","FALSE","FALSE","Death Investigation - DOA"
"12226","-78.513082","38.029265","2017-10-21","Football","Boston College","FALSE","FALSE","Towed Vehicle"
"12227","-78.511992","38.029917","2017-10-21","Football","Boston College","FALSE","FALSE","Towed Vehicle"
"12228","-78.492733","38.044104","2017-10-21","Football","Boston College","FALSE","FALSE","Hit and Run"
"12229","-78.511218","38.027381","2017-10-21","Football","Boston College","FALSE","FALSE","Towed Vehicle"
"12230","-78.511218","38.027381","2017-10-21","Football","Boston College","FALSE","FALSE","Towed Vehicle"
"12231","-78.511218","38.027381","2017-10-21","Football","Boston College","FALSE","FALSE","Towed Vehicle"
"12232","-78.511218","38.027381","2017-10-21","Football","Boston College","FALSE","FALSE","Towed Vehicle"
"12233","-78.511218","38.027381","2017-10-21","Football","Boston College","FALSE","FALSE","Towed Vehicle"
"12234","-78.511218","38.027381","2017-10-21","Football","Boston College","FALSE","FALSE","Towed Vehicle"
"12235","-78.513611","38.02611","2017-10-21","Football","Boston College","FALSE","FALSE","Towed Vehicle"
"12236","-78.500296","38.034988","2017-10-21","Football","Boston College","FALSE","FALSE","Larceny - Shoplifitng"
"12237","-78.499237","38.034885","2017-10-21","Football","Boston College","FALSE","FALSE","Assault Simple"
"12238","-78.481638","38.027754","2017-10-21","Football","Boston College","FALSE","FALSE","Drug/Narcotics Violation"
"12239","-78.49996","38.033951","2017-10-21","Football","Boston College","FALSE","FALSE","Sex Offense-forcible fondling"
"12240","-78.500296","38.034988","2017-10-21","Football","Boston College","FALSE","FALSE","Larceny - Shoplifitng"
"12241","-78.496624","38.062362","2017-10-21","Football","Boston College","FALSE","FALSE","Assault Simple"
"12242","-78.494558","38.020689","2017-10-21","Football","Boston College","FALSE","FALSE","Death Investigation - DOA"
"12243","-78.463696","38.025014","2017-10-21","Football","Boston College","FALSE","FALSE","Assault Simple"
"12244","-78.499392","38.036158","2017-10-21","Football","Boston College","FALSE","FALSE","Vandalism"
"12245","-78.480746","38.030391","2017-10-21","Football","Boston College","FALSE","FALSE","Found/Recovered Property"
"12246","-78.500296","38.034988","2017-10-21","Football","Boston College","FALSE","FALSE","Larceny - Shoplifitng"
"12247","-78.47762","38.026881","2017-10-21","Football","Boston College","FALSE","FALSE","Driving Under the Influence"
"12248","-78.47762","38.026881","2017-10-21","Football","Boston College","FALSE","FALSE","Towed Vehicle"
"12249","-78.498406","38.052819","2017-10-21","Football","Boston College","FALSE","FALSE","Drunkeness DIP"
"12495","-78.46553","38.031707","2017-10-07","Football","Duke","FALSE","TRUE","Larceny - All Other"
"12496","-78.497757","38.039426","2017-10-07","Football","Duke","FALSE","TRUE","Larceny - From Motor Vehicle"
"12497","-78.49316","38.027098","2017-10-07","Football","Duke","FALSE","TRUE","Traffic Stops"
"12498","-78.484014","38.029242","2017-10-07","Football","Duke","FALSE","TRUE","Found/Recovered Property"
"12499","-78.498909","38.034794","2017-10-07","Football","Duke","FALSE","TRUE","Suspicious Activity"
"12500","-78.488496","38.030966","2017-10-07","Football","Duke","FALSE","TRUE","Accident - w/out Injuries"
"12501","-78.488704","38.018343","2017-10-07","Football","Duke","FALSE","TRUE","Larceny - All Other"
"12502","-78.488911","38.029104","2017-10-07","Football","Duke","FALSE","TRUE","Burglary"
"12503","-78.481848","38.030482","2017-10-07","Football","Duke","FALSE","TRUE","Lost/FoundProperty"
"12504","-78.511218","38.027381","2017-10-07","Football","Duke","FALSE","TRUE","Towed Vehicle"
"12505","-78.511218","38.027381","2017-10-07","Football","Duke","FALSE","TRUE","Towed Vehicle"
"12506","-78.511218","38.027381","2017-10-07","Football","Duke","FALSE","TRUE","Towed Vehicle"
"12507","-78.511218","38.027381","2017-10-07","Football","Duke","FALSE","TRUE","Towed Vehicle"
"12508","-78.513611","38.02611","2017-10-07","Football","Duke","FALSE","TRUE","Towed Vehicle"
"12509","-78.513611","38.02611","2017-10-07","Football","Duke","FALSE","TRUE","Towed Vehicle"
"12510","-78.513611","38.02611","2017-10-07","Football","Duke","FALSE","TRUE","Towed Vehicle"
"12511","-78.509002","38.032061","2017-10-07","Football","Duke","FALSE","TRUE","Towed Vehicle"
"12512","-78.509002","38.032061","2017-10-07","Football","Duke","FALSE","TRUE","Towed Vehicle"
"12513","-78.496363","38.055785","2017-10-07","Football","Duke","FALSE","TRUE","Larceny - From Motor Vehicle"
"12514","-78.477549","38.030267","2017-10-07","Football","Duke","FALSE","TRUE","Found/Recovered Property"
"12515","-78.492224","38.060855","2017-10-07","Football","Duke","FALSE","TRUE","Fraud-credit card"
"12516","-78.469152","38.019047","2017-10-07","Football","Duke","FALSE","TRUE","Missing Person-juvenile"
"12894","-78.478169","38.032137","2017-09-16","Football","UConn","FALSE","TRUE","Vandalism"
"12895","-78.477549","38.030267","2017-09-16","Football","UConn","FALSE","TRUE","Vandalism"
"12896","-78.516645","38.025595","2017-09-16","Football","UConn","FALSE","TRUE","Assault Intimidation"
"12897","-78.49149","38.037458","2017-09-16","Football","UConn","FALSE","TRUE","Assault Simple"
"12898","-78.503011","38.048623","2017-09-16","Football","UConn","FALSE","TRUE","Larceny - All Other"
"12899","-78.508006","38.028293","2017-09-16","Football","UConn","FALSE","TRUE","Towed Vehicle"
"12900","-78.511218","38.027381","2017-09-16","Football","UConn","FALSE","TRUE","Towed Vehicle"
"12901","-78.511218","38.027381","2017-09-16","Football","UConn","FALSE","TRUE","Towed Vehicle"
"12902","-78.512386","38.027375","2017-09-16","Football","UConn","FALSE","TRUE","Towed Vehicle"
"12903","-78.511218","38.027381","2017-09-16","Football","UConn","FALSE","TRUE","Towed Vehicle"
"12904","-78.511218","38.027381","2017-09-16","Football","UConn","FALSE","TRUE","Towed Vehicle"
"12905","-78.51373","38.01627","2017-09-16","Football","UConn","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"12906","-78.499326","38.034122","2017-09-16","Football","UConn","FALSE","TRUE","Liquor Law Violation"
"12907","-78.48045","38.026588","2017-09-16","Football","UConn","FALSE","TRUE","Forgery/Counterfeiting"
"12908","-78.480066","38.031911","2017-09-16","Football","UConn","FALSE","TRUE","Hit and Run"
"16028","-78.462371","38.026538","2017-09-09","Football","Indiana","FALSE","FALSE","Hit and Run"
"16029","-78.50421","38.050977","2017-09-09","Football","Indiana","FALSE","FALSE","Drug/Narcotics Violation"
"16030","-78.478169","38.032137","2017-09-09","Football","Indiana","FALSE","FALSE","Larceny - All Other"
"16031","-78.477549","38.030267","2017-09-09","Football","Indiana","FALSE","FALSE","Towed Vehicle"
"16032","-78.475337","38.03394","2017-09-09","Football","Indiana","FALSE","FALSE","Vandalism"
"16033","-78.476162","38.031005","2017-09-09","Football","Indiana","FALSE","FALSE","Hit and Run"
"16034","-78.490241","38.033559","2017-09-09","Football","Indiana","FALSE","FALSE","Larceny - All Other"
"16035","-78.426068","38.053357","2017-09-09","Football","Indiana","FALSE","FALSE","Towed Vehicle"
"16036","-78.4987","38.024393","2017-09-09","Football","Indiana","FALSE","FALSE","Towed Vehicle"
"16037","-78.50005","38.014495","2017-09-09","Football","Indiana","FALSE","FALSE","Towed Vehicle"
"16038","-78.494399","38.024646","2017-09-09","Football","Indiana","FALSE","FALSE","Towed Vehicle"
"16039","-78.469217","38.022084","2017-09-09","Football","Indiana","FALSE","FALSE","Vandalism"
"16040","-78.480685","38.025291","2017-09-09","Football","Indiana","FALSE","FALSE","Shots Fired/Illegal Hunting"
"16041","-78.492224","38.060855","2017-09-09","Football","Indiana","FALSE","FALSE","Shots Fired/Illegal Hunting"
"16042","-78.472998","38.020557","2017-09-09","Football","Indiana","FALSE","FALSE","Towed Vehicle"
"16043","-78.4651","38.033533","2017-09-09","Football","Indiana","FALSE","FALSE","Drug/Narcotics Violation"
"16044","-78.481638","38.027754","2017-09-09","Football","Indiana","FALSE","FALSE","Vandalism"
"16045","-78.486222","38.031303","2017-09-09","Football","Indiana","FALSE","FALSE","Found/Recovered Property"
"16139","-78.481638","38.027754","2017-09-02","Football","William & Mary","FALSE","TRUE","Towed Vehicle"
"16140","-78.469217","38.022084","2017-09-02","Football","William & Mary","FALSE","TRUE","Suspicious Activity"
"16141","-78.499281","38.020818","2017-09-02","Football","William & Mary","FALSE","TRUE","Towed Vehicle"
"16142","-78.493732","38.057817","2017-09-02","Football","William & Mary","FALSE","TRUE","Misc - Criminal Call"
"16143","-78.50005","38.014495","2017-09-02","Football","William & Mary","FALSE","TRUE","Vandalism"
"16144","-78.497519","38.026722","2017-09-02","Football","William & Mary","FALSE","TRUE","Towed Vehicle"
"16145","-78.49774","38.025502","2017-09-02","Football","William & Mary","FALSE","TRUE","Towed Vehicle"
"16146","-78.485672","38.022908","2017-09-02","Football","William & Mary","FALSE","TRUE","Towed Vehicle"
"16147","-78.474548","38.027592","2017-09-02","Football","William & Mary","FALSE","TRUE","Burglary"
"16148","-78.490328","38.060222","2017-09-02","Football","William & Mary","FALSE","TRUE","Accident w/Injuries"
"17059","-78.492001","38.034765","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Vandalism"
"17060","-78.484539","38.037819","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Motor Vehicle Theft"
"17061","-78.494399","38.024646","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Hit and Run"
"17062","-78.503011","38.048623","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Burglary"
"17063","-78.500296","38.034988","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Larceny - Shoplifitng"
"17064","-78.487892","38.030788","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Hit and Run"
"17065","-78.481417","38.029272","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Animal Complaint"
"17066","-78.512573","38.020111","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Larceny - From Motor Vehicle"
"17067","-78.50246","38.042334","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Assault Simple"
"17068","-78.481638","38.027754","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Larceny - From Motor Vehicle"
"17069","-78.486048","38.028539","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Animal Complaint"
"17070","-78.500517","38.034639","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Death Investigation - DOA"
"17071","-78.462244","38.038739","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Assault Simple"
"17072","-78.49006","38.066776","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Driving Under the Influence"
"17073","-78.500517","38.034639","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Disorderly Conduct"
"17074","-78.494844","38.059171","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Suspicious Activity"
"17075","-78.48225","38.065057","2016-11-19","Football","Georgia Tech","TRUE","FALSE","Suspicious Activity"
"17167","-78.454841","38.026902","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Suspicious Activity"
"17168","-78.500062","38.034497","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Hit and Run"
"17169","-78.477549","38.030267","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Hit and Run"
"17170","-78.496843","38.021516","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Assault Simple"
"17171","-78.477549","38.030267","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Hit and Run"
"17172","-78.475337","38.03394","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Towed Vehicle"
"17173","-78.497323","38.035783","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Towed Vehicle"
"17174","-78.496505","38.034171","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Towed Vehicle"
"17175","-78.481047","38.015648","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Towed Vehicle"
"17176","-78.48045","38.026588","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Towed Vehicle"
"17177","-78.500296","38.034988","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Towed Vehicle"
"17178","-78.498455","38.017072","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Towed Vehicle"
"17179","-78.490814","38.031848","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Assault Simple"
"17180","-78.498689","38.038053","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Assault Simple"
"17181","-78.49996","38.033951","2016-11-12","Football","Miami (FL)","FALSE","FALSE","Robbery/Conversion"
"17474","-78.488296","38.07309","2016-10-29","Football","  Louisville","FALSE","FALSE","Suspicious Activity"
"17475","-78.465579","38.019716","2016-10-29","Football","  Louisville","FALSE","FALSE","Assist Citizen - Mental/TDO/ECO"
"17476","-78.514855","38.015367","2016-10-29","Football","  Louisville","FALSE","FALSE","Assist Agency - Backup/Assist"
"17477","-78.482695","38.030748","2016-10-29","Football","  Louisville","FALSE","FALSE","Fraud-credit card"
"17478","-78.496684","38.032645","2016-10-29","Football","  Louisville","FALSE","FALSE","Towed Vehicle"
"17479","-78.496684","38.032645","2016-10-29","Football","  Louisville","FALSE","FALSE","Missing Person-juvenile"
"17480","-78.481582","38.029591","2016-10-29","Football","  Louisville","FALSE","FALSE","Missing Person-juvenile"
"17481","-78.508006","38.028293","2016-10-29","Football","  Louisville","FALSE","FALSE","Hit and Run"
"17482","-78.495152","38.041161","2016-10-29","Football","  Louisville","FALSE","FALSE","Larceny - All Other"
"17483","-78.493464","38.058905","2016-10-29","Football","  Louisville","FALSE","FALSE","Accident - w/out Injuries"
"17484","-78.498689","38.038053","2016-10-29","Football","  Louisville","FALSE","FALSE","Towed Vehicle"
"17485","-78.498911","37.930997","2016-10-29","Football","  Louisville","FALSE","FALSE","Hit and Run"
"17486","-78.494229","38.033911","2016-10-29","Football","  Louisville","FALSE","FALSE","Towed Vehicle"
"17487","-78.491051","38.02629","2016-10-29","Football","  Louisville","FALSE","FALSE","Towed Vehicle"
"17488","-78.482007","38.029193","2016-10-29","Football","  Louisville","FALSE","FALSE","Towed Vehicle"
"17489","-78.498725","38.040906","2016-10-29","Football","  Louisville","FALSE","FALSE","Towed Vehicle"
"17490","-78.503485","38.029299","2016-10-29","Football","  Louisville","FALSE","FALSE","Towed Vehicle"
"17491","-78.503485","38.029299","2016-10-29","Football","  Louisville","FALSE","FALSE","Towed Vehicle"
"17492","-78.503485","38.029299","2016-10-29","Football","  Louisville","FALSE","FALSE","Towed Vehicle"
"17493","-78.480822","38.018646","2016-10-29","Football","  Louisville","FALSE","FALSE","Towed Vehicle"
"17494","-78.500296","38.034988","2016-10-29","Football","  Louisville","FALSE","FALSE","Towed Vehicle"
"17495","-78.499392","38.036158","2016-10-29","Football","  Louisville","FALSE","FALSE","Burglary"
"17496","-78.494558","38.020689","2016-10-29","Football","  Louisville","FALSE","FALSE","Larceny - All Other"
"17497","-78.50267","38.031716","2016-10-29","Football","  Louisville","FALSE","FALSE","Vandalism"
"17498","-78.489636","38.037013","2016-10-29","Football","  Louisville","FALSE","FALSE","Larceny - From Motor Vehicle"
"17499","-78.482828","38.030184","2016-10-29","Football","  Louisville","FALSE","FALSE","Trespass"
"17617","-78.497323","38.035783","2016-10-22","Football","  North Carolina","FALSE","FALSE","Shots Fired/Illegal Hunting"
"17618","-78.48045","38.026588","2016-10-22","Football","  North Carolina","FALSE","FALSE","Assault Simple"
"17619","-78.49774","38.025502","2016-10-22","Football","  North Carolina","FALSE","FALSE","Suspicious Activity"
"17620","-78.499043","38.052715","2016-10-22","Football","  North Carolina","FALSE","FALSE","Drug/Narcotics Violation"
"17621","-78.489968","38.034792","2016-10-22","Football","  North Carolina","FALSE","FALSE","Assist Citizen - Welfare Check"
"17622","-78.456341","38.021466","2016-10-22","Football","  North Carolina","FALSE","FALSE","Larceny - From Motor Vehicle"
"17623","-78.465583","38.027733","2016-10-22","Football","  North Carolina","FALSE","FALSE","Robbery/Conversion"
"17624","-78.483757","38.046001","2016-10-22","Football","  North Carolina","FALSE","FALSE","Assault Simple"
"17625","-78.49725","38.028984","2016-10-22","Football","  North Carolina","FALSE","FALSE","Towed Vehicle"
"17626","-78.508749","38.026284","2016-10-22","Football","  North Carolina","FALSE","FALSE","Found/Recovered Property"
"17627","-78.498725","38.040906","2016-10-22","Football","  North Carolina","FALSE","FALSE","Larceny - All Other"
"17628","-78.494399","38.024646","2016-10-22","Football","  North Carolina","FALSE","FALSE","Accident - w/out Injuries"
"17629","-78.48045","38.026588","2016-10-22","Football","  North Carolina","FALSE","FALSE","Assist Citizen - Mental/TDO/ECO"
"17630","-78.494993","38.035696","2016-10-22","Football","  North Carolina","FALSE","FALSE","Larceny - All Other"
"17631","-78.496417","38.042215","2016-10-22","Football","  North Carolina","FALSE","FALSE","Hit and Run"
"17632","-78.492224","38.060855","2016-10-22","Football","  North Carolina","FALSE","FALSE","Larceny - All Other"
"17633","-78.480822","38.018646","2016-10-22","Football","  North Carolina","FALSE","FALSE","Towed Vehicle"
"17634","-78.514989","38.024348","2016-10-22","Football","  North Carolina","FALSE","FALSE","Assist Citizen - Mental/TDO/ECO"
"17635","-78.500873","38.03573","2016-10-22","Football","  North Carolina","FALSE","FALSE","Drug/Narcotics Violation"
"17636","-78.479283","38.031669","2016-10-22","Football","  North Carolina","FALSE","FALSE","Assault Simple"
"17771","-78.508221","38.030234","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Drug/Narcotics Violation"
"17772","-78.489636","38.037013","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Hit and Run"
"17773","-78.484883","38.031294","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17774","-78.471408","38.018623","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17775","-78.477549","38.030267","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Trespass"
"17776","-78.418753","38.166754","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17777","-78.462739","38.03264","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17778","-78.495376","38.024675","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Runaway"
"17779","-78.48003","38.029931","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Fraud-credit card"
"17780","-78.490249","38.036425","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Assault Intimidation"
"17781","-78.494399","38.024646","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Sex Offense - Forcible Rape"
"17782","-78.46803","38.020878","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17783","-78.488002","38.030475","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17784","-78.494844","38.059171","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Found/Recovered Property"
"17785","-78.483051","38.026837","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Larceny - Of Veh Parts/Access"
"17786","-78.485534","38.030167","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Larceny - From Motor Vehicle"
"17787","-78.489618","38.029435","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17788","-78.478432","38.029691","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17789","-78.481004","38.032133","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17790","-78.466963","38.01939","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17791","-78.477549","38.030267","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17792","-78.482095","38.017166","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17793","-78.491726","38.062002","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17794","-78.5002","38.051498","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17795","-78.473958","38.022736","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17796","-78.475188","38.027853","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17797","-78.500296","38.034988","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Towed Vehicle"
"17798","-78.482987","38.031221","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Burglary"
"17799","-78.498909","38.034794","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Larceny - From Motor Vehicle"
"17800","-78.498999","38.042793","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Assault Simple"
"17801","-78.495668","38.025451","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Vandalism"
"17802","-78.464641","38.034305","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Lost/FoundProperty"
"17803","-78.50005","38.014495","2016-10-15","Football","Pittsburgh","FALSE","FALSE","Assist Citizen - Mental/TDO/ECO"
"18183","-78.515131","38.040765","2016-09-24","Football","Central Michigan","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"18184","-78.512386","38.027375","2016-09-24","Football","Central Michigan","FALSE","TRUE","Assault Simple"
"18185","-78.488496","38.030966","2016-09-24","Football","Central Michigan","FALSE","TRUE","Assault Simple"
"18186","-78.470246","38.042084","2016-09-24","Football","Central Michigan","FALSE","TRUE","Vandalism"
"18187","-78.486605","38.027111","2016-09-24","Football","Central Michigan","FALSE","TRUE","Drug/Narcotics Violation"
"18188","-78.479272","38.029803","2016-09-24","Football","Central Michigan","FALSE","TRUE","Found/Recovered Property"
"18189","-78.479272","38.029803","2016-09-24","Football","Central Michigan","FALSE","TRUE","Vandalism"
"18190","-78.478076","38.022563","2016-09-24","Football","Central Michigan","FALSE","TRUE","Assault Simple"
"18191","-78.498522","38.036216","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18192","-78.488911","38.029104","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18193","-78.478519","38.014779","2016-09-24","Football","Central Michigan","FALSE","TRUE","Found/Recovered Property"
"18194","-78.484921","38.018683","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18195","-78.491991","38.034702","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18196","-78.474402","38.03031","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18197","-78.472368","38.033038","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18198","-78.482695","38.030748","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18199","-78.479734","38.034447","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18200","-78.500296","38.034988","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18201","-78.481565","38.030363","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18202","-78.504687","38.024317","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18203","-78.5002","38.051498","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18204","-78.494399","38.024646","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18205","-78.494229","38.033911","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18206","-78.48683","38.038906","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18207","-78.490328","38.060222","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18208","-78.487527","38.028647","2016-09-24","Football","Central Michigan","FALSE","TRUE","Towed Vehicle"
"18209","-78.476646","38.029972","2016-09-24","Football","Central Michigan","FALSE","TRUE","Assault Simple"
"18210","-78.482749","38.07312","2016-09-24","Football","Central Michigan","FALSE","TRUE","Hit and Run"
"18211","-78.476461","38.024915","2016-09-24","Football","Central Michigan","FALSE","TRUE","Forgery/Counterfeiting"
"18212","-78.471574","38.023408","2016-09-24","Football","Central Michigan","FALSE","TRUE","Assist Citizen - Mental/TDO/ECO"
"18213","-78.491586","38.039186","2016-09-24","Football","Central Michigan","FALSE","TRUE","Assault Simple"
"18214","-78.479731","38.032619","2016-09-24","Football","Central Michigan","FALSE","TRUE","Missing Person-juvenile"
"18215","-78.502172","38.025763","2016-09-24","Football","Central Michigan","FALSE","TRUE","Larceny - All Other"
"18216","-78.470748","38.031399","2016-09-24","Football","Central Michigan","FALSE","TRUE","Hit and Run"
"18217","-78.467535","38.018617","2016-09-24","Football","Central Michigan","FALSE","TRUE","Suspicious Activity"
"18575","-78.514956","38.024869","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Motor Vehicle Theft"
"18576","-78.477549","38.030267","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Misc - Non-Criminal Call"
"18577","-78.507945","38.01976","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Misc - Non-Criminal Call"
"18578","-78.5015","38.055196","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Drug/Narcotics Violation"
"18579","-78.4627","38.035319","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Hit and Run"
"18580","-78.5002","38.051498","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Disorderly Conduct"
"18581","-78.491156","38.030203","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Assault Simple"
"18582","-78.514802","38.023277","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Towed Vehicle"
"18583","-78.475935","38.031485","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Hit and Run"
"18584","-78.493464","38.058905","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Towed Vehicle"
"18585","-78.485496","38.038169","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Towed Vehicle"
"18586","-78.488112","38.065629","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Towed Vehicle"
"18587","-78.48642","38.052849","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Towed Vehicle"
"18588","-78.48225","38.065057","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Towed Vehicle"
"18589","-78.482227","38.030064","2016-09-03","Football","  (FCS) Richmond","FALSE","FALSE","Assist Citizen - Mental/TDO/ECO"
